CUSTOMER_KEY,CUSTOMER_ID,FIRST_NAME,LAST_NAME,GENDER,DATE_OF_BIRTH,AGE_GROUP,CITY,STATE,COUNTRY,CUSTOMER_STATUS,CREATED_AT,UPDATED_AT
56,100057,Meena,Patel,Female,08-02-95,31-35,Ahmedabad,Gujarat,India,INACTIVE,2026-07-14 15:37:34,2026-07-14 15:37:34
57,100058,Sneha,Kumar,Female,30-07-87,36-41,Ahmedabad,Gujarat,India,ACTIVE,2026-07-14 15:37:34,2026-07-14 15:37:34
58,100059,Meena,Sharma,Female,16-10-87,36-41,Pune,Maharashtra,India,INACTIVE,2026-07-14 15:37:34,2026-07-14 15:37:34
59,100060,Vikram,Rao,Female,17-07-98,26-30,Chennai,Tamil Nadu,India,ACTIVE,2026-07-14 15:37:34,2026-07-14 15:37:34
60,100061,Ravi,Patel,Female,29-03-91,31-35,Bengaluru,Karnataka,India,INACTIVE,2026-07-14 15:37:34,2026-07-14 15:37:34
61,100062,Meena,Gupta,Female,23-07-00,26-30,Pune,Maharashtra,India,INACTIVE,2026-07-14 15:37:34,2026-07-14 15:37:34
62,100063,Meena,Rao,Male,02-10-99,26-30,Ahmedabad,Gujarat,India,INACTIVE,2026-07-14 15:37:34,2026-07-14 15:37:34
63,100064,Pooja,Kumar,Male,18-06-91,31-35,Pune,Maharashtra,India,INACTIVE,2026-07-14 15:37:34,2026-07-14 15:37:34
64,100065,Ravi,Kumar,Male,15-11-03,22-25,Hyderabad,Telangana,India,INACTIVE,2026-07-14 15:37:34,2026-07-14 15:37:34
65,100066,Ravi,Sharma,Male,09-08-93,31-35,Bengaluru,Karnataka,India,ACTIVE,2026-07-14 15:37:34,2026-07-14 15:37:34
66,100067,Nikhil,Reddy,Female,02-05-88,36-41,Pune,Maharashtra,India,INACTIVE,2026-07-14 15:37:34,2026-07-14 15:37:34
67,100068,Rahul,Verma,Male,25-05-02,22-25,Pune,Maharashtra,India,ACTIVE,2026-07-14 15:37:34,2026-07-14 15:37:34
68,100069,Rahul,Gupta,Male,15-12-03,22-25,Pune,Maharashtra,India,ACTIVE,2026-07-14 15:37:34,2026-07-14 15:37:34
69,100070,Deepa,Gupta,Female,30-07-99,26-30,Hyderabad,Telangana,India,INACTIVE,2026-07-14 15:37:34,2026-07-14 15:37:34
70,100071,Nikhil,Das,Male,01-10-01,22-25,Hyderabad,Telangana,India,INACTIVE,2026-07-14 15:37:34,2026-07-14 15:37:34
71,100072,Ravi,Reddy,Female,30-08-94,31-35,Bengaluru,Karnataka,India,ACTIVE,2026-07-14 15:37:34,2026-07-14 15:37:34
72,100073,Deepa,Rao,Female,30-01-98,26-30,Bengaluru,Karnataka,India,ACTIVE,2026-07-14 15:37:34,2026-07-14 15:37:34
73,100074,Kiran,Singh,Female,07-03-98,26-30,Chennai,Tamil Nadu,India,INACTIVE,2026-07-14 15:37:34,2026-07-14 15:37:34
74,100075,Vikram,Singh,Female,22-11-97,26-30,Chennai,Tamil Nadu,India,INACTIVE,2026-07-14 15:37:34,2026-07-14 15:37:34
75,100076,Hemanth,Rao,Female,30-11-89,36-41,Bengaluru,Karnataka,India,INACTIVE,2026-07-14 15:37:34,2026-07-14 15:37:34
76,100077,Meena,Sharma,Female,30-04-92,31-35,Pune,Maharashtra,India,ACTIVE,2026-07-14 15:37:34,2026-07-14 15:37:34
77,100078,Anil,Sharma,Female,15-01-03,22-25,Hyderabad,Telangana,India,INACTIVE,2026-07-14 15:37:34,2026-07-14 15:37:34
78,100079,Ravi,Sharma,Male,15-03-95,31-35,Chennai,Tamil Nadu,India,INACTIVE,2026-07-14 15:37:34,2026-07-14 15:37:34
79,100080,Arjun,Rao,Male,12-07-99,26-30,Hyderabad,Telangana,India,INACTIVE,2026-07-14 15:37:34,2026-07-14 15:37:34
80,100081,Divya,Singh,Male,21-01-97,26-30,Bengaluru,Karnataka,India,INACTIVE,2026-07-14 15:37:34,2026-07-14 15:37:34
81,100082,Kiran,Verma,Female,26-09-85,36-41,Chennai,Tamil Nadu,India,ACTIVE,2026-07-14 15:37:34,2026-07-14 15:37:34
82,100083,Kiran,Gupta,Male,28-09-87,36-41,Pune,Maharashtra,India,ACTIVE,2026-07-14 15:37:34,2026-07-14 15:37:34
83,100084,Meena,Patel,Male,25-02-98,26-30,Bengaluru,Karnataka,India,ACTIVE,2026-07-14 15:37:34,2026-07-14 15:37:34
84,100085,Rahul,Sharma,Male,16-12-87,36-41,Hyderabad,Telangana,India,INACTIVE,2026-07-14 15:37:34,2026-07-14 15:37:34
85,100086,Asha,Patel,Male,22-09-01,22-25,Hyderabad,Telangana,India,INACTIVE,2026-07-14 15:37:34,2026-07-14 15:37:34
86,100087,Kiran,Verma,Female,11-04-95,31-35,Hyderabad,Telangana,India,ACTIVE,2026-07-14 15:37:34,2026-07-14 15:37:34
87,100088,Kiran,Rao,Male,31-10-87,36-41,Chennai,Tamil Nadu,India,INACTIVE,2026-07-14 15:37:34,2026-07-14 15:37:34
88,100089,Pooja,Iyer,Male,25-08-94,31-35,Pune,Maharashtra,India,ACTIVE,2026-07-14 15:37:34,2026-07-14 15:37:34
89,100090,Pooja,Verma,Male,28-05-00,26-30,Pune,Maharashtra,India,ACTIVE,2026-07-14 15:37:34,2026-07-14 15:37:34
90,100091,Ravi,Reddy,Female,11-01-00,26-30,Hyderabad,Telangana,India,INACTIVE,2026-07-14 15:37:34,2026-07-14 15:37:34
91,100092,Rahul,Rao,Male,24-09-99,26-30,Pune,Maharashtra,India,ACTIVE,2026-07-14 15:37:34,2026-07-14 15:37:34
92,100093,Nikhil,Reddy,Male,29-08-98,26-30,Chennai,Tamil Nadu,India,ACTIVE,2026-07-14 15:37:34,2026-07-14 15:37:34
93,100094,Priya,Singh,Male,15-08-01,22-25,Hyderabad,Telangana,India,ACTIVE,2026-07-14 15:37:34,2026-07-14 15:37:34
94,100095,Vikram,Das,Male,07-03-86,36-41,Bengaluru,Karnataka,India,ACTIVE,2026-07-14 15:37:34,2026-07-14 15:37:34
95,100096,Asha,Iyer,Female,01-11-89,36-41,Ahmedabad,Gujarat,India,ACTIVE,2026-07-14 15:37:34,2026-07-14 15:37:34
96,100097,Rahul,Rao,Male,04-03-85,36-41,Bengaluru,Karnataka,India,INACTIVE,2026-07-14 15:37:34,2026-07-14 15:37:34
97,100098,Anil,Sharma,Female,11-12-96,26-30,Bengaluru,Karnataka,India,INACTIVE,2026-07-14 15:37:34,2026-07-14 15:37:34
98,100099,Ravi,Rao,Female,30-11-00,26-30,Pune,Maharashtra,India,INACTIVE,2026-07-14 15:37:34,2026-07-14 15:37:34
99,100100,Ravi,Rao,Male,10-10-94,31-35,Ahmedabad,Gujarat,India,INACTIVE,2026-07-14 15:37:34,2026-07-14 15:37:34
100,100101,Deepa,Reddy,Male,30-05-02,22-25,Chennai,Tamil Nadu,India,INACTIVE,2026-07-14 15:37:34,2026-07-14 15:37:34
101,100102,Vikram,Sharma,Male,03-05-02,22-25,Pune,Maharashtra,India,INACTIVE,2026-07-14 15:37:34,2026-07-14 15:37:34
102,100103,Asha,Iyer,Female,02-12-94,31-35,Chennai,Tamil Nadu,India,INACTIVE,2026-07-14 15:37:34,2026-07-14 15:37:34
103,100104,Arjun,Kumar,Female,21-09-86,36-41,Hyderabad,Telangana,India,INACTIVE,2026-07-14 15:37:34,2026-07-14 15:37:34
104,100105,Kiran,Iyer,Male,22-05-86,36-41,Pune,Maharashtra,India,ACTIVE,2026-07-14 15:37:34,2026-07-14 15:37:34
105,100106,Asha,Verma,Male,01-03-93,31-35,Chennai,Tamil Nadu,India,INACTIVE,2026-07-14 15:37:34,2026-07-14 15:37:34
106,100107,Pooja,Rao,Female,27-08-90,36-41,Ahmedabad,Gujarat,India,ACTIVE,2026-07-14 15:37:34,2026-07-14 15:37:34
107,100108,Rahul,Reddy,Female,08-06-99,26-30,Chennai,Tamil Nadu,India,ACTIVE,2026-07-14 15:37:34,2026-07-14 15:37:34
108,100109,Meena,Das,Female,09-03-02,22-25,Pune,Maharashtra,India,ACTIVE,2026-07-14 15:37:34,2026-07-14 15:37:34
109,100110,Anil,Sharma,Male,25-05-98,26-30,Pune,Maharashtra,India,ACTIVE,2026-07-14 15:37:34,2026-07-14 15:37:34
110,100111,Priya,Sharma,Female,16-11-01,22-25,Pune,Maharashtra,India,ACTIVE,2026-07-14 15:37:34,2026-07-14 15:37:34
111,100112,Deepa,Patel,Female,20-08-88,36-41,Bengaluru,Karnataka,India,ACTIVE,2026-07-14 15:37:34,2026-07-14 15:37:34
112,100113,Nikhil,Singh,Male,13-02-91,31-35,Pune,Maharashtra,India,ACTIVE,2026-07-14 15:37:34,2026-07-14 15:37:34
113,100114,Nikhil,Rao,Female,16-04-90,36-41,Pune,Maharashtra,India,ACTIVE,2026-07-14 15:37:34,2026-07-14 15:37:34
114,100115,Rahul,Patel,Male,08-01-02,22-25,Pune,Maharashtra,India,INACTIVE,2026-07-14 15:37:34,2026-07-14 15:37:34
115,100116,Arjun,Kumar,Male,30-05-02,22-25,Chennai,Tamil Nadu,India,ACTIVE,2026-07-14 15:37:34,2026-07-14 15:37:34
116,100117,Sneha,Reddy,Male,05-03-99,26-30,Ahmedabad,Gujarat,India,ACTIVE,2026-07-14 15:37:34,2026-07-14 15:37:34
117,100118,Vikram,Sharma,Male,28-09-96,26-30,Chennai,Tamil Nadu,India,ACTIVE,2026-07-14 15:37:34,2026-07-14 15:37:34
118,100119,Deepa,Das,Female,06-10-01,22-25,Hyderabad,Telangana,India,INACTIVE,2026-07-14 15:37:34,2026-07-14 15:37:34
119,100120,Asha,Reddy,Female,01-04-03,22-25,Bengaluru,Karnataka,India,INACTIVE,2026-07-14 15:37:34,2026-07-14 15:37:34
120,100121,Vikram,Gupta,Male,30-01-92,31-35,Chennai,Tamil Nadu,India,INACTIVE,2026-07-14 15:37:34,2026-07-14 15:37:34
121,100122,Nikhil,Das,Male,06-12-02,22-25,Chennai,Tamil Nadu,India,INACTIVE,2026-07-14 15:37:34,2026-07-14 15:37:34
122,100123,Divya,Rao,Male,23-04-01,22-25,Pune,Maharashtra,India,ACTIVE,2026-07-14 15:37:34,2026-07-14 15:37:34
123,100124,Pooja,Iyer,Female,08-07-98,26-30,Pune,Maharashtra,India,ACTIVE,2026-07-14 15:37:34,2026-07-14 15:37:34
124,100125,Vikram,Gupta,Female,24-02-93,31-35,Ahmedabad,Gujarat,India,ACTIVE,2026-07-14 15:37:34,2026-07-14 15:37:34
125,100126,Hemanth,Sharma,Male,28-07-98,26-30,Bengaluru,Karnataka,India,INACTIVE,2026-07-14 15:37:34,2026-07-14 15:37:34
126,100127,Rahul,Verma,Male,19-07-87,36-41,Hyderabad,Telangana,India,ACTIVE,2026-07-14 15:37:34,2026-07-14 15:37:34
127,100128,Kiran,Das,Female,28-06-89,36-41,Hyderabad,Telangana,India,ACTIVE,2026-07-14 15:37:34,2026-07-14 15:37:34
128,100129,Nikhil,Reddy,Female,24-09-91,31-35,Bengaluru,Karnataka,India,ACTIVE,2026-07-14 15:37:34,2026-07-14 15:37:34
129,100130,Asha,Verma,Female,26-06-95,31-35,Ahmedabad,Gujarat,India,ACTIVE,2026-07-14 15:37:34,2026-07-14 15:37:34
130,100131,Arjun,Reddy,Male,11-02-92,31-35,Hyderabad,Telangana,India,INACTIVE,2026-07-14 15:37:34,2026-07-14 15:37:34
131,100132,Kiran,Das,Male,15-08-96,26-30,Bengaluru,Karnataka,India,INACTIVE,2026-07-14 15:37:34,2026-07-14 15:37:34
132,100133,Priya,Sharma,Female,23-10-87,36-41,Chennai,Tamil Nadu,India,ACTIVE,2026-07-14 15:37:34,2026-07-14 15:37:34
133,100134,Deepa,Sharma,Male,28-10-86,36-41,Hyderabad,Telangana,India,INACTIVE,2026-07-14 15:37:34,2026-07-14 15:37:34
134,100135,Meena,Patel,Male,19-01-03,22-25,Pune,Maharashtra,India,INACTIVE,2026-07-14 15:37:34,2026-07-14 15:37:34
135,100136,Kiran,Reddy,Male,05-01-92,31-35,Chennai,Tamil Nadu,India,INACTIVE,2026-07-14 15:37:34,2026-07-14 15:37:34
136,100137,Pooja,Sharma,Female,24-07-90,36-41,Bengaluru,Karnataka,India,ACTIVE,2026-07-14 15:37:34,2026-07-14 15:37:34
137,100138,Hemanth,Singh,Male,05-03-96,26-30,Ahmedabad,Gujarat,India,INACTIVE,2026-07-14 15:37:34,2026-07-14 15:37:34
138,100139,Kiran,Singh,Female,03-02-86,36-41,Hyderabad,Telangana,India,INACTIVE,2026-07-14 15:37:34,2026-07-14 15:37:34
139,100140,Kiran,Iyer,Female,17-03-93,31-35,Hyderabad,Telangana,India,INACTIVE,2026-07-14 15:37:34,2026-07-14 15:37:34
140,100141,Hemanth,Iyer,Female,06-07-03,22-25,Ahmedabad,Gujarat,India,ACTIVE,2026-07-14 15:37:34,2026-07-14 15:37:34
141,100142,Priya,Reddy,Female,20-03-96,26-30,Hyderabad,Telangana,India,ACTIVE,2026-07-14 15:37:34,2026-07-14 15:37:34
142,100143,Hemanth,Sharma,Female,24-08-88,36-41,Pune,Maharashtra,India,INACTIVE,2026-07-14 15:37:34,2026-07-14 15:37:34
143,100144,Arjun,Verma,Female,11-02-00,26-30,Hyderabad,Telangana,India,INACTIVE,2026-07-14 15:37:34,2026-07-14 15:37:34
144,100145,Arjun,Singh,Female,28-10-88,36-41,Ahmedabad,Gujarat,India,INACTIVE,2026-07-14 15:37:34,2026-07-14 15:37:34
145,100146,Priya,Patel,Female,27-06-00,26-30,Bengaluru,Karnataka,India,INACTIVE,2026-07-14 15:37:34,2026-07-14 15:37:34
146,100147,Deepa,Iyer,Female,15-01-92,31-35,Bengaluru,Karnataka,India,INACTIVE,2026-07-14 15:37:34,2026-07-14 15:37:34
147,100148,Divya,Das,Female,17-01-90,36-41,Chennai,Tamil Nadu,India,INACTIVE,2026-07-14 15:37:34,2026-07-14 15:37:34
148,100149,Vikram,Patel,Female,07-11-93,31-35,Chennai,Tamil Nadu,India,ACTIVE,2026-07-14 15:37:34,2026-07-14 15:37:34
149,100150,Sneha,Kumar,Female,10-08-97,26-30,Chennai,Tamil Nadu,India,ACTIVE,2026-07-14 15:37:34,2026-07-14 15:37:34
150,100151,Ravi,Iyer,Female,29-05-92,31-35,Pune,Maharashtra,India,ACTIVE,2026-07-14 15:37:34,2026-07-14 15:37:34
151,100152,Meena,Sharma,Female,28-06-99,26-30,Hyderabad,Telangana,India,ACTIVE,2026-07-14 15:37:34,2026-07-14 15:37:34
152,100153,Meena,Iyer,Male,19-10-01,22-25,Chennai,Tamil Nadu,India,ACTIVE,2026-07-14 15:37:34,2026-07-14 15:37:34
153,100154,Hemanth,Singh,Male,02-02-04,22-25,Ahmedabad,Gujarat,India,INACTIVE,2026-07-14 15:37:34,2026-07-14 15:37:34
154,100155,Sneha,Patel,Male,08-12-88,36-41,Ahmedabad,Gujarat,India,INACTIVE,2026-07-14 15:37:34,2026-07-14 15:37:34
155,100156,Nikhil,Rao,Male,25-02-85,36-41,Chennai,Tamil Nadu,India,INACTIVE,2026-07-14 15:37:34,2026-07-14 15:37:34
156,100157,Anil,Gupta,Male,24-12-99,26-30,Hyderabad,Telangana,India,INACTIVE,2026-07-14 15:37:34,2026-07-14 15:37:34
157,100158,Sneha,Sharma,Male,23-09-95,31-35,Bengaluru,Karnataka,India,INACTIVE,2026-07-14 15:37:34,2026-07-14 15:37:34
158,100159,Vikram,Iyer,Female,05-11-96,26-30,Chennai,Tamil Nadu,India,ACTIVE,2026-07-14 15:37:34,2026-07-14 15:37:34
159,100160,Divya,Iyer,Female,01-03-04,22-25,Ahmedabad,Gujarat,India,INACTIVE,2026-07-14 15:37:34,2026-07-14 15:37:34
160,100161,Ravi,Patel,Female,01-04-95,31-35,Ahmedabad,Gujarat,India,ACTIVE,2026-07-14 15:37:34,2026-07-14 15:37:34
161,100162,Deepa,Gupta,Female,23-09-92,31-35,Hyderabad,Telangana,India,ACTIVE,2026-07-14 15:37:34,2026-07-14 15:37:34
162,100163,Divya,Reddy,Female,20-06-93,31-35,Pune,Maharashtra,India,ACTIVE,2026-07-14 15:37:34,2026-07-14 15:37:34
163,100164,Meena,Das,Male,17-12-01,22-25,Hyderabad,Telangana,India,INACTIVE,2026-07-14 15:37:34,2026-07-14 15:37:34
164,100165,Kiran,Das,Male,06-04-01,22-25,Hyderabad,Telangana,India,ACTIVE,2026-07-14 15:37:34,2026-07-14 15:37:34
165,100166,Asha,Rao,Male,28-06-90,36-41,Hyderabad,Telangana,India,INACTIVE,2026-07-14 15:37:34,2026-07-14 15:37:34
166,100167,Kiran,Patel,Female,25-04-90,36-41,Chennai,Tamil Nadu,India,ACTIVE,2026-07-14 15:37:34,2026-07-14 15:37:34
167,100168,Meena,Das,Female,20-01-86,36-41,Chennai,Tamil Nadu,India,INACTIVE,2026-07-14 15:37:34,2026-07-14 15:37:34
168,100169,Asha,Das,Male,19-01-04,22-25,Bengaluru,Karnataka,India,INACTIVE,2026-07-14 15:37:34,2026-07-14 15:37:34
169,100170,Nikhil,Sharma,Male,20-09-90,36-41,Bengaluru,Karnataka,India,INACTIVE,2026-07-14 15:37:34,2026-07-14 15:37:34
170,100171,Meena,Reddy,Male,20-08-86,36-41,Bengaluru,Karnataka,India,ACTIVE,2026-07-14 15:37:34,2026-07-14 15:37:34
171,100172,Kiran,Patel,Male,24-11-93,31-35,Bengaluru,Karnataka,India,INACTIVE,2026-07-14 15:37:34,2026-07-14 15:37:34
172,100173,Asha,Singh,Female,19-03-87,36-41,Pune,Maharashtra,India,INACTIVE,2026-07-14 15:37:34,2026-07-14 15:37:34
173,100174,Divya,Patel,Female,16-08-91,31-35,Bengaluru,Karnataka,India,ACTIVE,2026-07-14 15:37:34,2026-07-14 15:37:34
174,100175,Rahul,Patel,Female,10-10-88,36-41,Chennai,Tamil Nadu,India,ACTIVE,2026-07-14 15:37:34,2026-07-14 15:37:34
175,100176,Priya,Das,Female,01-02-88,36-41,Bengaluru,Karnataka,India,ACTIVE,2026-07-14 15:37:34,2026-07-14 15:37:34
176,100177,Vikram,Sharma,Female,09-05-85,36-41,Hyderabad,Telangana,India,INACTIVE,2026-07-14 15:37:34,2026-07-14 15:37:34
177,100178,Hemanth,Kumar,Male,05-10-96,26-30,Bengaluru,Karnataka,India,ACTIVE,2026-07-14 15:37:34,2026-07-14 15:37:34
178,100179,Anil,Iyer,Male,21-08-00,26-30,Bengaluru,Karnataka,India,INACTIVE,2026-07-14 15:37:34,2026-07-14 15:37:34
179,100180,Meena,Reddy,Male,09-11-86,36-41,Pune,Maharashtra,India,INACTIVE,2026-07-14 15:37:34,2026-07-14 15:37:34
180,100181,Meena,Verma,Male,02-09-86,36-41,Chennai,Tamil Nadu,India,ACTIVE,2026-07-14 15:37:34,2026-07-14 15:37:34
