CUSTOMER_ID,FIRST_NAME,LAST_NAME,EMAIL,PHONE,GENDER,DATE_OF_BIRTH,CITY,STATE,COUNTRY,CUSTOMER_STATUS,CREATED_DATE,UPDATED_DATE
100052,Anil,Reddy,anil.reddy100052@gmail.com,9351823374,Female,1987-04-04,Bengaluru,Karnataka,India,INACTIVE,2025-01-01 09:51:00,2025-01-01 09:51:00
100053,Anil,Verma,anil.verma100053@gmail.com,9240824008,Female,2000-08-23,Bengaluru,Karnataka,India,INACTIVE,2025-01-01 09:52:00,2025-01-01 09:52:00
100054,Ravi,Kumar,ravi.kumar100054@gmail.com,9947775204,Female,1987-07-24,Hyderabad,Telangana,India,INACTIVE,2025-01-01 09:53:00,2025-01-01 09:53:00
100055,Kiran,Reddy,kiran.reddy100055@gmail.com,9902294131,Female,1998-08-07,Ahmedabad,Gujarat,India,ACTIVE,2025-01-01 09:54:00,2025-01-01 09:54:00
100056,Asha,Das,asha.das100056@gmail.com,9677496499,Male,1998-09-04,Hyderabad,Telangana,India,ACTIVE,2025-01-01 09:55:00,2025-01-01 09:55:00
100057,Meena,Patel,meena.patel100057@gmail.com,9412328120,Female,1995-02-08,Ahmedabad,Gujarat,India,INACTIVE,2025-01-01 09:56:00,2025-01-01 09:56:00
100058,Sneha,Kumar,sneha.kumar100058@gmail.com,9344713493,Female,1987-07-30,Ahmedabad,Gujarat,India,ACTIVE,2025-01-01 09:57:00,2025-01-01 09:57:00
100059,Meena,Sharma,meena.sharma100059@gmail.com,9421024994,Female,1987-10-16,Pune,Maharashtra,India,INACTIVE,2025-01-01 09:58:00,2025-01-01 09:58:00
100060,Vikram,Rao,vikram.rao100060@gmail.com,9488771906,Female,1998-07-17,Chennai,Tamil Nadu,India,ACTIVE,2025-01-01 09:59:00,2025-01-01 09:59:00
100061,Ravi,Patel,ravi.patel100061@gmail.com,9990490278,Female,1991-03-29,Bengaluru,Karnataka,India,INACTIVE,2025-01-01 10:00:00,2025-01-01 10:00:00
100062,Meena,Gupta,meena.gupta100062@gmail.com,9175655125,Female,2000-07-23,Pune,Maharashtra,India,INACTIVE,2025-01-01 10:01:00,2025-01-01 10:01:00
100063,Meena,Rao,meena.rao100063@gmail.com,9807154516,Male,1999-10-02,Ahmedabad,Gujarat,India,INACTIVE,2025-01-01 10:02:00,2025-01-01 10:02:00
100064,Pooja,Kumar,pooja.kumar100064@gmail.com,9385977034,Male,1991-06-18,Pune,Maharashtra,India,INACTIVE,2025-01-01 10:03:00,2025-01-01 10:03:00
100065,Ravi,Kumar,ravi.kumar100065@gmail.com,9932480861,Male,2003-11-15,Hyderabad,Telangana,India,INACTIVE,2025-01-01 10:04:00,2025-01-01 10:04:00
100066,Ravi,Sharma,ravi.sharma100066@gmail.com,9748467737,Male,1993-08-09,Bengaluru,Karnataka,India,ACTIVE,2025-01-01 10:05:00,2025-01-01 10:05:00
100067,Nikhil,Reddy,nikhil.reddy100067@gmail.com,9465840449,Female,1988-05-02,Pune,Maharashtra,India,INACTIVE,2025-01-01 10:06:00,2025-01-01 10:06:00
100068,Rahul,Verma,rahul.verma100068@gmail.com,9886753396,Male,2002-05-25,Pune,Maharashtra,India,ACTIVE,2025-01-01 10:07:00,2025-01-01 10:07:00
100069,Rahul,Gupta,rahul.gupta100069@gmail.com,9662702895,Male,2003-12-15,Pune,Maharashtra,India,ACTIVE,2025-01-01 10:08:00,2025-01-01 10:08:00
100070,Deepa,Gupta,deepa.gupta100070@gmail.com,9026217459,Female,1999-07-30,Hyderabad,Telangana,India,INACTIVE,2025-01-01 10:09:00,2025-01-01 10:09:00
100071,Nikhil,Das,nikhil.das100071@gmail.com,9657809134,Male,2001-10-01,Hyderabad,Telangana,India,INACTIVE,2025-01-01 10:10:00,2025-01-01 10:10:00
100072,Ravi,Reddy,ravi.reddy100072@gmail.com,9724005045,Female,1994-08-30,Bengaluru,Karnataka,India,ACTIVE,2025-01-01 10:11:00,2025-01-01 10:11:00
100073,Deepa,Rao,deepa.rao100073@gmail.com,9922219693,Female,1998-01-30,Bengaluru,Karnataka,India,ACTIVE,2025-01-01 10:12:00,2025-01-01 10:12:00
100074,Kiran,Singh,kiran.singh100074@gmail.com,9740748217,Female,1998-03-07,Chennai,Tamil Nadu,India,INACTIVE,2025-01-01 10:13:00,2025-01-01 10:13:00
100075,Vikram,Singh,vikram.singh100075@gmail.com,9743671369,Female,1997-11-22,Chennai,Tamil Nadu,India,INACTIVE,2025-01-01 10:14:00,2025-01-01 10:14:00
100076,Hemanth,Rao,hemanth.rao100076@gmail.com,9409097439,Female,1989-11-30,Bengaluru,Karnataka,India,INACTIVE,2025-01-01 10:15:00,2025-01-01 10:15:00
100077,Meena,Sharma,meena.sharma100077@gmail.com,9104709521,Female,1992-04-30,Pune,Maharashtra,India,ACTIVE,2025-01-01 10:16:00,2025-01-01 10:16:00
100078,Anil,Sharma,anil.sharma100078@gmail.com,9858842474,Female,2003-01-15,Hyderabad,Telangana,India,INACTIVE,2025-01-01 10:17:00,2025-01-01 10:17:00
100079,Ravi,Sharma,ravi.sharma100079@gmail.com,9368516048,Male,1995-03-15,Chennai,Tamil Nadu,India,INACTIVE,2025-01-01 10:18:00,2025-01-01 10:18:00
100080,Arjun,Rao,arjun.rao100080@gmail.com,9513709859,Male,1999-07-12,Hyderabad,Telangana,India,INACTIVE,2025-01-01 10:19:00,2025-01-01 10:19:00
100081,Divya,Singh,divya.singh100081@gmail.com,9612004711,Male,1997-01-21,Bengaluru,Karnataka,India,INACTIVE,2025-01-01 10:20:00,2025-01-01 10:20:00
100082,Kiran,Verma,kiran.verma100082@gmail.com,9869261796,Female,1985-09-26,Chennai,Tamil Nadu,India,ACTIVE,2025-01-01 10:21:00,2025-01-01 10:21:00
100083,Kiran,Gupta,kiran.gupta100083@gmail.com,9351585064,Male,1987-09-28,Pune,Maharashtra,India,ACTIVE,2025-01-01 10:22:00,2025-01-01 10:22:00
100084,Meena,Patel,meena.patel100084@gmail.com,9900532931,Male,1998-02-25,Bengaluru,Karnataka,India,ACTIVE,2025-01-01 10:23:00,2025-01-01 10:23:00
100085,Rahul,Sharma,rahul.sharma100085@gmail.com,9904228421,Male,1987-12-16,Hyderabad,Telangana,India,INACTIVE,2025-01-01 10:24:00,2025-01-01 10:24:00
100086,Asha,Patel,asha.patel100086@gmail.com,9950240268,Male,2001-09-22,Hyderabad,Telangana,India,INACTIVE,2025-01-01 10:25:00,2025-01-01 10:25:00
100087,Kiran,Verma,kiran.verma100087@gmail.com,9891783908,Female,1995-04-11,Hyderabad,Telangana,India,ACTIVE,2025-01-01 10:26:00,2025-01-01 10:26:00
100088,Kiran,Rao,kiran.rao100088@gmail.com,9617711592,Male,1987-10-31,Chennai,Tamil Nadu,India,INACTIVE,2025-01-01 10:27:00,2025-01-01 10:27:00
100089,Pooja,Iyer,pooja.iyer100089@gmail.com,9847896118,Male,1994-08-25,Pune,Maharashtra,India,ACTIVE,2025-01-01 10:28:00,2025-01-01 10:28:00
100090,Pooja,Verma,pooja.verma100090@gmail.com,9766156545,Male,2000-05-28,Pune,Maharashtra,India,ACTIVE,2025-01-01 10:29:00,2025-01-01 10:29:00
100091,Ravi,Reddy,ravi.reddy100091@gmail.com,9161528098,Female,2000-01-11,Hyderabad,Telangana,India,INACTIVE,2025-01-01 10:30:00,2025-01-01 10:30:00
100092,Rahul,Rao,rahul.rao100092@gmail.com,9049451983,Male,1999-09-24,Pune,Maharashtra,India,ACTIVE,2025-01-01 10:31:00,2025-01-01 10:31:00
100093,Nikhil,Reddy,nikhil.reddy100093@gmail.com,9585149368,Male,1998-08-29,Chennai,Tamil Nadu,India,ACTIVE,2025-01-01 10:32:00,2025-01-01 10:32:00
100094,Priya,Singh,priya.singh100094@gmail.com,9455022961,Male,2001-08-15,Hyderabad,Telangana,India,ACTIVE,2025-01-01 10:33:00,2025-01-01 10:33:00
100095,Vikram,Das,vikram.das100095@gmail.com,9366752545,Male,1986-03-07,Bengaluru,Karnataka,India,ACTIVE,2025-01-01 10:34:00,2025-01-01 10:34:00
100096,Asha,Iyer,asha.iyer100096@gmail.com,9014767976,Female,1989-11-01,Ahmedabad,Gujarat,India,ACTIVE,2025-01-01 10:35:00,2025-01-01 10:35:00
100097,Rahul,Rao,rahul.rao100097@gmail.com,9149784036,Male,1985-03-04,Bengaluru,Karnataka,India,INACTIVE,2025-01-01 10:36:00,2025-01-01 10:36:00
100098,Anil,Sharma,anil.sharma100098@gmail.com,9445107622,Female,1996-12-11,Bengaluru,Karnataka,India,INACTIVE,2025-01-01 10:37:00,2025-01-01 10:37:00
100099,Ravi,Rao,ravi.rao100099@gmail.com,9060715969,Female,2000-11-30,Pune,Maharashtra,India,INACTIVE,2025-01-01 10:38:00,2025-01-01 10:38:00
100100,Ravi,Rao,ravi.rao100100@gmail.com,9052975161,Male,1994-10-10,Ahmedabad,Gujarat,India,INACTIVE,2025-01-01 10:39:00,2025-01-01 10:39:00
100101,Deepa,Reddy,deepa.reddy100101@gmail.com,9645352181,Male,2002-05-30,Chennai,Tamil Nadu,India,INACTIVE,2025-01-01 10:40:00,2025-01-01 10:40:00
100102,Vikram,Sharma,vikram.sharma100102@gmail.com,9312432921,Male,2002-05-03,Pune,Maharashtra,India,INACTIVE,2025-01-01 10:41:00,2025-01-01 10:41:00
100103,Asha,Iyer,asha.iyer100103@gmail.com,9979955271,Female,1994-12-02,Chennai,Tamil Nadu,India,INACTIVE,2025-01-01 10:42:00,2025-01-01 10:42:00
100104,Arjun,Kumar,arjun.kumar100104@gmail.com,9581477005,Female,1986-09-21,Hyderabad,Telangana,India,INACTIVE,2025-01-01 10:43:00,2025-01-01 10:43:00
100105,Kiran,Iyer,kiran.iyer100105@gmail.com,9807935978,Male,1986-05-22,Pune,Maharashtra,India,ACTIVE,2025-01-01 10:44:00,2025-01-01 10:44:00
100106,Asha,Verma,asha.verma100106@gmail.com,9182037788,Male,1993-03-01,Chennai,Tamil Nadu,India,INACTIVE,2025-01-01 10:45:00,2025-01-01 10:45:00
100107,Pooja,Rao,pooja.rao100107@gmail.com,9590515186,Female,1990-08-27,Ahmedabad,Gujarat,India,ACTIVE,2025-01-01 10:46:00,2025-01-01 10:46:00
100108,Rahul,Reddy,rahul.reddy100108@gmail.com,9925462914,Female,1999-06-08,Chennai,Tamil Nadu,India,ACTIVE,2025-01-01 10:47:00,2025-01-01 10:47:00
100109,Meena,Das,meena.das100109@gmail.com,9168505423,Female,2002-03-09,Pune,Maharashtra,India,ACTIVE,2025-01-01 10:48:00,2025-01-01 10:48:00
100110,Anil,Sharma,anil.sharma100110@gmail.com,9214188805,Male,1998-05-25,Pune,Maharashtra,India,ACTIVE,2025-01-01 10:49:00,2025-01-01 10:49:00
100111,Priya,Sharma,priya.sharma100111@gmail.com,9927065379,Female,2001-11-16,Pune,Maharashtra,India,ACTIVE,2025-01-01 10:50:00,2025-01-01 10:50:00
100112,Deepa,Patel,deepa.patel100112@gmail.com,9473597746,Female,1988-08-20,Bengaluru,Karnataka,India,ACTIVE,2025-01-01 10:51:00,2025-01-01 10:51:00
100113,Nikhil,Singh,nikhil.singh100113@gmail.com,9075818141,Male,1991-02-13,Pune,Maharashtra,India,ACTIVE,2025-01-01 10:52:00,2025-01-01 10:52:00
100114,Nikhil,Rao,nikhil.rao100114@gmail.com,9137506068,Female,1990-04-16,Pune,Maharashtra,India,ACTIVE,2025-01-01 10:53:00,2025-01-01 10:53:00
100115,Rahul,Patel,rahul.patel100115@gmail.com,9051522047,Male,2002-01-08,Pune,Maharashtra,India,INACTIVE,2025-01-01 10:54:00,2025-01-01 10:54:00
100116,Arjun,Kumar,arjun.kumar100116@gmail.com,9104328986,Male,2002-05-30,Chennai,Tamil Nadu,India,ACTIVE,2025-01-01 10:55:00,2025-01-01 10:55:00
100117,Sneha,Reddy,sneha.reddy100117@gmail.com,9036971179,Male,1999-03-05,Ahmedabad,Gujarat,India,ACTIVE,2025-01-01 10:56:00,2025-01-01 10:56:00
100118,Vikram,Sharma,vikram.sharma100118@gmail.com,9460953962,Male,1996-09-28,Chennai,Tamil Nadu,India,ACTIVE,2025-01-01 10:57:00,2025-01-01 10:57:00
100119,Deepa,Das,deepa.das100119@gmail.com,9888067065,Female,2001-10-06,Hyderabad,Telangana,India,INACTIVE,2025-01-01 10:58:00,2025-01-01 10:58:00
100120,Asha,Reddy,asha.reddy100120@gmail.com,9531952058,Female,2003-04-01,Bengaluru,Karnataka,India,INACTIVE,2025-01-01 10:59:00,2025-01-01 10:59:00
100121,Vikram,Gupta,vikram.gupta100121@gmail.com,9221704303,Male,1992-01-30,Chennai,Tamil Nadu,India,INACTIVE,2025-01-01 11:00:00,2025-01-01 11:00:00
100122,Nikhil,Das,nikhil.das100122@gmail.com,9740345054,Male,2002-12-06,Chennai,Tamil Nadu,India,INACTIVE,2025-01-01 11:01:00,2025-01-01 11:01:00
100123,Divya,Rao,divya.rao100123@gmail.com,9765277584,Male,2001-04-23,Pune,Maharashtra,India,ACTIVE,2025-01-01 11:02:00,2025-01-01 11:02:00
100124,Pooja,Iyer,pooja.iyer100124@gmail.com,9284511544,Female,1998-07-08,Pune,Maharashtra,India,ACTIVE,2025-01-01 11:03:00,2025-01-01 11:03:00
100125,Vikram,Gupta,vikram.gupta100125@gmail.com,9570596401,Female,1993-02-24,Ahmedabad,Gujarat,India,ACTIVE,2025-01-01 11:04:00,2025-01-01 11:04:00
100126,Hemanth,Sharma,hemanth.sharma100126@gmail.com,9970213556,Male,1998-07-28,Bengaluru,Karnataka,India,INACTIVE,2025-01-01 11:05:00,2025-01-01 11:05:00
100127,Rahul,Verma,rahul.verma100127@gmail.com,9719285654,Male,1987-07-19,Hyderabad,Telangana,India,ACTIVE,2025-01-01 11:06:00,2025-01-01 11:06:00
100128,Kiran,Das,kiran.das100128@gmail.com,9681447394,Female,1989-06-28,Hyderabad,Telangana,India,ACTIVE,2025-01-01 11:07:00,2025-01-01 11:07:00
100129,Nikhil,Reddy,nikhil.reddy100129@gmail.com,9727155188,Female,1991-09-24,Bengaluru,Karnataka,India,ACTIVE,2025-01-01 11:08:00,2025-01-01 11:08:00
100130,Asha,Verma,asha.verma100130@gmail.com,9831323705,Female,1995-06-26,Ahmedabad,Gujarat,India,ACTIVE,2025-01-01 11:09:00,2025-01-01 11:09:00
100131,Arjun,Reddy,arjun.reddy100131@gmail.com,9146786691,Male,1992-02-11,Hyderabad,Telangana,India,INACTIVE,2025-01-01 11:10:00,2025-01-01 11:10:00
100132,Kiran,Das,kiran.das100132@gmail.com,9528922680,Male,1996-08-15,Bengaluru,Karnataka,India,INACTIVE,2025-01-01 11:11:00,2025-01-01 11:11:00
100133,Priya,Sharma,priya.sharma100133@gmail.com,9535841438,Female,1987-10-23,Chennai,Tamil Nadu,India,ACTIVE,2025-01-01 11:12:00,2025-01-01 11:12:00
100134,Deepa,Sharma,deepa.sharma100134@gmail.com,9992299590,Male,1986-10-28,Hyderabad,Telangana,India,INACTIVE,2025-01-01 11:13:00,2025-01-01 11:13:00
100135,Meena,Patel,meena.patel100135@gmail.com,9969078447,Male,2003-01-19,Pune,Maharashtra,India,INACTIVE,2025-01-01 11:14:00,2025-01-01 11:14:00
100136,Kiran,Reddy,kiran.reddy100136@gmail.com,9027677359,Male,1992-01-05,Chennai,Tamil Nadu,India,INACTIVE,2025-01-01 11:15:00,2025-01-01 11:15:00
100137,Pooja,Sharma,pooja.sharma100137@gmail.com,9588153714,Female,1990-07-24,Bengaluru,Karnataka,India,ACTIVE,2025-01-01 11:16:00,2025-01-01 11:16:00
100138,Hemanth,Singh,hemanth.singh100138@gmail.com,9696325953,Male,1996-03-05,Ahmedabad,Gujarat,India,INACTIVE,2025-01-01 11:17:00,2025-01-01 11:17:00
100139,Kiran,Singh,kiran.singh100139@gmail.com,9701687339,Female,1986-02-03,Hyderabad,Telangana,India,INACTIVE,2025-01-01 11:18:00,2025-01-01 11:18:00
100140,Kiran,Iyer,kiran.iyer100140@gmail.com,9748016245,Female,1993-03-17,Hyderabad,Telangana,India,INACTIVE,2025-01-01 11:19:00,2025-01-01 11:19:00
100141,Hemanth,Iyer,hemanth.iyer100141@gmail.com,9835841687,Female,2003-07-06,Ahmedabad,Gujarat,India,ACTIVE,2025-01-01 11:20:00,2025-01-01 11:20:00
100142,Priya,Reddy,priya.reddy100142@gmail.com,9655852398,Female,1996-03-20,Hyderabad,Telangana,India,ACTIVE,2025-01-01 11:21:00,2025-01-01 11:21:00
100143,Hemanth,Sharma,hemanth.sharma100143@gmail.com,9578729825,Female,1988-08-24,Pune,Maharashtra,India,INACTIVE,2025-01-01 11:22:00,2025-01-01 11:22:00
100144,Arjun,Verma,arjun.verma100144@gmail.com,9888794705,Female,2000-02-11,Hyderabad,Telangana,India,INACTIVE,2025-01-01 11:23:00,2025-01-01 11:23:00
100145,Arjun,Singh,arjun.singh100145@gmail.com,9097499309,Female,1988-10-28,Ahmedabad,Gujarat,India,INACTIVE,2025-01-01 11:24:00,2025-01-01 11:24:00
100146,Priya,Patel,priya.patel100146@gmail.com,9091307562,Female,2000-06-27,Bengaluru,Karnataka,India,INACTIVE,2025-01-01 11:25:00,2025-01-01 11:25:00
100147,Deepa,Iyer,deepa.iyer100147@gmail.com,9702838578,Female,1992-01-15,Bengaluru,Karnataka,India,INACTIVE,2025-01-01 11:26:00,2025-01-01 11:26:00
100148,Divya,Das,divya.das100148@gmail.com,9585497334,Female,1990-01-17,Chennai,Tamil Nadu,India,INACTIVE,2025-01-01 11:27:00,2025-01-01 11:27:00
100149,Vikram,Patel,vikram.patel100149@gmail.com,9757584419,Female,1993-11-07,Chennai,Tamil Nadu,India,ACTIVE,2025-01-01 11:28:00,2025-01-01 11:28:00
100150,Sneha,Kumar,sneha.kumar100150@gmail.com,9415747338,Female,1997-08-10,Chennai,Tamil Nadu,India,ACTIVE,2025-01-01 11:29:00,2025-01-01 11:29:00
100151,Ravi,Iyer,ravi.iyer100151@gmail.com,9933083301,Female,1992-05-29,Pune,Maharashtra,India,ACTIVE,2025-01-01 11:30:00,2025-01-01 11:30:00
100152,Meena,Sharma,meena.sharma100152@gmail.com,9082677345,Female,1999-06-28,Hyderabad,Telangana,India,ACTIVE,2025-01-01 11:31:00,2025-01-01 11:31:00
100153,Meena,Iyer,meena.iyer100153@gmail.com,9380262067,Male,2001-10-19,Chennai,Tamil Nadu,India,ACTIVE,2025-01-01 11:32:00,2025-01-01 11:32:00
